context_eng,context_urdu,predicted_translation_gemini-1.5-pro-002
"Acquisition of land for Federal purposes

The Federation may, if it deems necessary to acquire any land situate in a Province for any purpose connected with a matter with respect to which 1[Majlis-e-Shoora (Parliament)] has power to make laws, require the Province to acquire the land on behalf, and at the expense, of the Federation or, if the land belongs to the Province, to transfer it to the Federation on such terms as may be agreed or, in default of agreement, as may be determined by an arbitrator appointed by the Chief Justice of Pakistan.",۲۵۱۔ اگر وفاق کسی اراضی کو جو کسی صوبے میں واقع ہو کسی ایسے مقصد کے لیے جو وفاقی اغراض کے لیے ہو، حاصل کرنا ضروری خیال کرے تو وہ اس صوبے کو حکم دے سکے گا کہ وہ اس اراضی کو وفاق کی طرف سے اور اس کے خرچ پر حاصل کرے یا، اگر اراضی صوبے کی ملکیت ہو تو اسے وفاق کے نام ایسی شرائط پر منتقل کر دے، جو طے پا جائیں یا، طے نہ پانے کی صورت میں، چیف جسٹس پاکستان کے مقرر کردہ کسی ثالث کی طرف سے طے کی جائیں۔,"وفاقی مقاصد کے لیے زمین کا حصول

اگر وفاق کسی ایسے معاملے سے متعلق کسی بھی مقصد کے لیے کسی صوبے میں واقع کسی زمین کو حاصل کرنا ضروری سمجھتا ہے جس کے بارے میں [۱مجلسِ شوریٰ (پارلیمنٹ)] کو قانون سازی کا اختیار حاصل ہے، تو وہ صوبے سے مطالبہ کر سکتا ہے کہ وہ وفاق کی جانب سے اور وفاق کے خرچ پر زمین حاصل کرے یا، اگر زمین صوبے کی ملکیت ہے، تو اسے وفاق کو ایسی شرائط پر منتقل کرے جن پر اتفاق ہو یا، اگر اتفاق نہ ہو سکے، تو چیف جسٹس آف پاکستان کی جانب سے مقرر کردہ ثالث کے ذریعے طے کی جائیں۔"
"Right of individuals to be dealt with in accordance with law, etc.

(1) To enjoy the protection of law and to be treated in accordance with law is the inalienable right of every citizen. Wherever he may be, and of every other person for the time being within Pakistan.

In particular—

no action detrimental to the life, liberty, body, reputation or property of any person shall be taken except in accordance with law;

no person shall be prevented from or be hindered in doing that which is not prohibited by law; and

no person shall be compelled to do that which the law does not required him to do.","افراد کا حق کہ ان کے ساتھ قانون کے مطابق سلوک کیا جائے، وغیرہ۔

(1) ہر شہری کا، خواہ کہیں بھی ہو، اور ہر دوسرے شخص کا جو فی الوقت پاکستان میں ہو، یہ ناقابل انتقال حق ہے کہ اسے قانون کا تحفظ حاصل ہو اور اس کے ساتھ قانون کے مطابق سلوک کیا جائے۔

خصوصاً—

الف) کوئی ایسی کارروائی نہ کی جائے جو کسی شخص کی جان، آزادی، جسم، شہرت یا املاک کے لیے مضر ہو، سوائے جب کہ قانون اس کی اجازت دے؛

ب) کسی شخص کو کوئی ایسا کام کرنے میں ممانعت یا مزاحمت نہ ہوگی جو قانوناً منع نہ ہو؛ اور

ج) کسی شخص کو کوئی ایسا کام کرنے پر مجبور نہیں کیا جائے گا جس کا کرنا اس کے لیے قانوناً ضروری نہ ہو۔","قانونی تقاضوں کے مطابق سلوک کا حق وغیرہ۔

(۱) قانون کا تحفظ حاصل کرنا اور قانون کے مطابق سلوک کیا جانا ہر شہری کا ناقابلِ تنسیخ حق ہے، خواہ وہ کہیں بھی ہو، اور ہر اس شخص کا جو فی الوقت پاکستان میں موجود ہے۔

بالخصوص—

کسی بھی شخص کی جان، آزادی، جسم، عزت یا مال کے خلاف کوئی بھی اقدام قانون کے مطابق سوائے اس کے نہیں کیا جائے گا۔

کسی بھی شخص کو ایسا کام کرنے سے نہیں روکا جائے گا اور نہ ہی اس میں رکاوٹ ڈالی جائے گی جو قانوناً ممنوع نہ ہو۔ اور

کسی بھی شخص کو ایسا کام کرنے پر مجبور نہیں کیا جائے گا جو قانون اس سے کرنے کا تقاضا نہیں کرتا۔"
"Decision of Court binding on High Court and courts subordinate to it

2[203GG.   Subject to Articles 203D and 203F, any decision of the Court in the exercise of its jurisdiction under this Chapter shall be binding on a High Court and on all courts subordinate to a High Court.]","اردو متن:
آرٹیکل 203۔ڈی اور 203۔ایف کے تابع، اس باب کے تحت اپنے اختیار سماعت کے استعمال میں عدالت کا فیصلہ عدالت عالیہ اور اس کی ماتحت عدالتوں کے لیے واجب التعمیل ہوگا۔
","عدالت کا فیصلہ ہائی کورٹ اور اس کے ماتحت عدالتوں پر لازم العمل ہوگا۔

۲[۲۰۳ جی جی۔  شِق ۲۰۳ ڈی اور ۲۰۳ ایف کے تابع، اس باب کے تحت اپنے دائرہ اختیار کے استعمال میں عدالت کا کوئی بھی فیصلہ ہائی کورٹ اور ہائی کورٹ کے ماتحت تمام عدالتوں پر لازم العمل ہوگا۔]"
"Bill not to lapse on prorogation, etc.

(1) A Bill pending in a Provincial Assembly shall not lapse by reason of the prorogation of the Assembly.

(2) A Bill pending in a Provincial Assembly shall lapse on the dissolution of the Assembly.","بل اجلاس کی برخاستگی وغیرہ

(1) کسی صوبائی اسمبلی میں زیر غور کوئی بل، اسمبلی کی برخاستگی کی بنا پر ساقط نہیں ہوگا۔

(2) کسی صوبائی اسمبلی میں زیر غور کوئی بل، اسمبلی کے تحلیل ہونے پر ساقط ہوجائے گا۔","```urdu
۱۔ اسمبلی کی پروروگیشن کی وجہ سے صوبائی اسمبلی میں زیر التواء بل کالعدم نہیں ہوگا۔

۲۔ صوبائی اسمبلی کی تحلیل پر اسمبلی میں زیر التواء بل کالعدم ہوجائے گا۔
```"
"Power of President to direct Governor to discharge certain functions as his Agent

(1) The President may direct the Governor of any Province to discharge as his Agent, either generally or in any particular matter, such functions relating to such areas in the Federation which are not included in any Province as may be specified in the direction.

(2) The provisions of Article 105 shall not apply to the discharge by the Governor of his functions under clause (1).","صدر کا گورنر کو اپنے عامل کی حیثیت سے بعض کارہائے منصبی انجام دینے کا حکم

(1) صدر کسی صوبے کے گورنر کو حکم دے سکے گا کہ وہ اس کے عامل کی حیثیت سے، یا تو بالعموم یا کسی خاص معاملے میں، وفاق کے ایسے علاقوں کی بابت جنہیں کسی صوبے میں شامل نہیں ہیں، ایسے کارہائے منصبی انجام دے جن کی حکم میں صراحت کی گئی ہو۔

(2) شق 1 کے تحت گورنر کے کارہائے منصبی کی انجام دہی پر آرٹیکل 105 کے احکام کا اطلاق نہیں ہوگا۔","صدرِ مملکت کا گورنر کو اپنے ایجنٹ کے طور پر بعض فرائض کی انجام دہی کی ہدایت کا اختیار

(۱) صدرِ مملکت کسی بھی صوبے کے گورنر کو ہدایت دے سکتا ہے کہ وہ وفاق میں شامل ایسے علاقے جو کسی صوبے میں شامل نہیں ہیں، کے متعلق ایسے فرائض جو ہدایت میں واضح کیے جائیں، صدرِ مملکت کے ایجنٹ کی حیثیت سے، عمومی طور پر یا کسی خاص معاملے میں، انجام دے۔

(۲) دفعہ 105 کی شقیں گورنر کی جانب سے شق (۱) کے تحت فرائض کی انجام دہی پر لاگو نہیں ہوں گی۔"
"Election dispute

No election to a House or a Provincial Assembly shall be called in question except by an election petition presented to such tribunal and in such manner as may be determined by Act of 1[Majlis-e-Shoora (Parliament).]",۵۲۲۔ کسی ایوان یا کسی صوبائی اسمبلی کے کسی انتخاب پر اعتراض نہیں کیا جائے گا، بجز بذریعہ درخواست انتخابی تنازعہ جو کسی ایسے ٹربیونل کے سامنے اور اس طریقے سے پیش کی جائے گی جو مجلس شوریٰ (پارلیمنٹ) کے ایکٹ کے ذریعے مقرر کیا جائے۔,"انتخابی تنازع

کسی ایوان یا صوبائی اسمبلی کے کسی انتخاب کو کوئی چیلنج نہیں کیا جائے گا سوائے اس کے کہ ایک انتخابی درخواست اس ٹریبونل میں پیش کی جائے اور اس طریقے سے پیش کی جائے جو [مجلسِ شوریٰ (پارلیمنٹ)] کے ایک قانون کے ذریعے طے کیا جائے۔"
"Power of Supreme Court to transfer cases

1[186A.	The Supreme Court may, if it considers it expedient to do so in the interest of justice, transfer any case, appeal or other proceedings pending before any High Court to any other High Court.]",۶۸۱۱۱۔ الف عدالت عظمیٰ، اگر وہ انصاف کے مفاد میں ایسا کرنا قرین مصلحت خیال کرے، کسی عدالت عالیہ کے سامنے زیر سماعت مقدمے، اپیل یا دیگر کارروائی کو کسی دیگر عدالت عالیہ کو منتقل کرنے کا اختیار رکھتی ہے۔,"سپریم کورٹ کا مقدمات کی منتقلی کا اختیار

[۱۸۶ الف۔ سپریم کورٹ، اگر انصاف کے مفاد میں ایسا کرنا مناسب سمجھے، تو کسی بھی ہائی کورٹ میں زیر سماعت کسی بھی مقدمے، اپیل یا دیگر کارروائی کو کسی دوسری ہائی کورٹ میں منتقل کر سکتی ہے۔]"
"Obligation of Provinces and Federation

(1) The executive authority of every Province shall be so exercised as to secure compliance with Federal laws which apply in that Province.
Without prejudice to any other provision of this Chapter, in the exercise of the executive authority of the Federation in any Province regard shall be had to the interests of that Province.

It shall be the duty of the Federation to protect every Province against external aggression and internal disturbances and to ensure that the Government of every Province is carried on in accordance with the provisions of the Constitution.","۸۴۱۔ ہر صوبے کا عاملانہ اختیار اس طرح استعمال کیا جائے گا کہ اس سے وفاقی قوانین کی تعمیل کی ضمانت ملے جو اس صوبے میں اطلاق پذیر ہوں۔ اس باب کے کسی دوسرے حکم پر اثر انداز ہوئے بغیر، کسی صوبے میں وفاق کے عاملانہ اختیار کو استعمال کرنے میں اس صوبے کے مفادات کا لحاظ رکھا جائے گا۔

وفاق کا یہ فرض ہوگا کہ ہر صوبے کو بیرونی جارحیت اور اندرونی خلفشار سے محفوظ رکھے اور اس بات کو یقینی بنائے کہ ہر صوبے کی حکومت دستور کے احکام کے مطابق چلائی جائے۔","صوبوں اور وفاق کی ذمہ داریاں

(۱) ہر صوبہ کی انتظامیہ اپنی  اختیارات کو اس طرح استعمال کرے گی کہ وفاقی قوانین، جو اس صوبے پر لاگو ہوتے ہیں، پر عملدرآمد کو یقینی بنایا جا سکے۔

اس باب کی کسی دوسری شق کے  متصادم ہونے کے بغیر، کسی بھی صوبے میں وفاق کی انتظامیہ کے اختیارات کے استعمال میں اس صوبے کے مفادات کا لحاظ رکھا جائے گا۔

یہ وفاق کا فرض ہوگا کہ وہ ہر صوبے کو بیرونی جارحیت اور اندرونی خلفشار سے محفوظ رکھے اور اس بات کو یقینی بنائے کہ ہر صوبے کی حکومت آئین کی دفعات کے مطابق چلائی جائے۔"
"Elections to be deemed to be held under Constitution

270B. Notwithstanding anything contained in the Constitution, the elections held under the Houses of (Parliament) and Provincial Assemblies (Elections) Order, 1977, 1[and the Conduct of General Elections Order, 2002 (Chief Executive's Order No. 7 of 2002),] to the Houses and the Provincial Assemblies shall be deemed to have been held under the Constitution and shall have effect accordingly.","۰۷۲۔ بی۔ دستور میں شامل کسی امر کے باوجود، فرمان انتخابات، ایوانہائے پارلیمنٹ و صوبائی اسمبلیاں، ۱۹۷۷ء اور عام انتخابات کے انعقاد کا فرمان ۲۰۰۲ء تحت منعقد شدہ۔ متصور
فرمان چیف ایگزیکٹو نمبر ۷ مجریہ ۲۰۰۲ء کے تحت منعقد شدہ ایوانوں اور صوبائی اسمبلیوں
کے لیے انتخابات، دستور کے تحت منعقد شدہ متصور ہوں گے اور بحسبہ موثر ہوں گے۔",۲۷۰۔ب۔ آئین میں موجود کسی بھی شق کے باوجود، ایوان ہائے (پارلیمنٹ) اور صوبائی اسمبلیوں (انتخابات) آرڈر، ۱۹۷۷، [۱اور عام انتخابات کے انعقاد کا آرڈر، ۲۰۰۲ (چیف ایگزیکٹو کا آرڈر نمبر ۷، ۲۰۰۲)] کے تحت ایوان ہائے پارلیمنٹ اور صوبائی اسمبلیوں کے لیے منعقد ہونے والے انتخابات کو آئین کے تحت منعقد سمجھا جائے گا اور اس کے مطابق عملدرآمد ہوگا۔
"Council of Common Interests

(1) There shall be a Council of Common Interests, in this Chapter referred to as the Council, to be appointed by the President.

2[(2)	The Council shall consist of—

the Prime Minister who shall be the Chairman of the Council;
the Chief Ministers of the Provinces; and
three members from the Federal Government to be nominated by the Prime Minister from time to time.]

3*	*	*	*	*	*	*	*	*
(4) The Council shall be responsible to 1[Majlis-e-Shoora (Parliament) 4[and shall submit an Annual Report to both Houses of Majlis-e-Shoora (Parliament).]]","مشترکہ مفادات کی کونسل

(1) مشترکہ مفادات کی ایک کونسل ہوگی، جسے اس باب میں کونسل کہا گیا ہے، جس کا تقرر صدر کرے گا۔

(2) کونسل حسب ذیل پر مشتمل ہوگی:
- وزیر اعظم جو کہ کونسل کا چیئرمین ہوگا؛
- صوبوں کے وزرائے اعلیٰ؛ اور
- وفاقی حکومت سے تین ارکان جن کو وقتاً فوقتاً وزیر اعظم نامزد کرے گا۔

(4) کونسل مجلس شوریٰ (پارلیمنٹ) کے سامنے جواب دہ ہوگی اور مجلس شوریٰ (پارلیمنٹ) کے دونوں ایوانوں میں سالانہ رپورٹ پیش کرے گی۔","مجلسِ مشترکہ مفادات

(۱) ایک مجلسِ مشترکہ مفادات ہوگی، جسے اس باب میں کونسل کہا گیا ہے، جسے صدر مقرر کرے گا۔

2[(۲) کونسل پر مشتمل ہوگی—

وزیراعظم جو کونسل کا چیئرمین ہوگا۔
صوبوں کے وزرائے اعلیٰ؛ اور
وفاقی حکومت کے تین ارکان جنہیں وزیر اعظم وقتاً فوقتاً نامزد کرے گا۔]

3* * * * * * * *
(۴) کونسل 1[مجلسِ شوریٰ (پارلیمنٹ)] کے سامنے جوابدہ ہوگی 4[اور مجلسِ شوریٰ (پارلیمنٹ) کے دونوں ایوانوں میں سالانہ رپورٹ پیش کرے گی۔]"
"Inviolability of dignity of man, etc.

(1)	The dignity of man and, subject to law, the privacy of home, shall be inviolable.

(2) No person shall be subjected to torture for the purpose of extracting evidence.","اردو متن:
(1) شرف انسانی اور، قانون کے تابع، گھر کی خلوت قابلِ حرمت ہوگی۔

(2) کسی شخص کو شہادت حاصل کرنے کی غرض سے اذیت نہیں دی جائے گی۔
","۱۔ انسانی وقار کی حرمت وغیرہ۔

(۱) انسانی وقار اور، قانون کے تابع، گھر کی پرائیویسی، ناقابلِ تسخیر ہوگی۔

(۲) کسی بھی شخص کو شہادت حاصل کرنے کے مقصد سے تشدد کا نشانہ نہیں بنایا جائے گا۔"
"Other provisions relating to Senate

The provisions of clauses (2) to (7) of Article 53, clauses (2) and
of Article 54 and Article 55 shall apply to the Senate as they apply to the National Assembly and, in their application to the Senate, shall have effect as if references therein to the National Assembly, Speaker and Deputy Speaker were references, respectively, to the Senate Chairman and Deputy Chairman 2[and as if, in the proviso to the said clause (2) of Article 54, for the words 3[one hundred and thirty] the words 4[one hundred and ten] were substituted]. 

provisions as to Members of 5[Majlis-e-Shoora (Parliament)]",آرٹیکل 53 کی شقیں 2 تا 7، آرٹیکل 54 کی شقیں 2 اور 3 اور آرٹیکل 55 کے احکام سینیٹ پر اسی طرح اطلاق پذیر ہوں گے جس طرح وہ قومی اسمبلی پر اطلاق پذیر احکام ہوتے ہیں اور، سینیٹ پر اپنے اطلاق میں، اس طرح مؤثر ہوں گے گویا کہ ان میں قومی اسمبلی، اسپیکر اور ڈپٹی اسپیکر کے حوالہ جات بالترتیب سینیٹ، چیئرمین اور ڈپٹی چیئرمین کے حوالہ جات ہوں اور گویا کہ، آرٹیکل 54 کی مذکورہ شق 2 کے فقروں میں الفاظ ایک سو تیس کی بجائے الفاظ ایک سو دس تبدیل کر دیے گئے ہوں۔,"سینٹ سے متعلق دیگر دفعات

آئین کے آرٹیکل 53 کی شق (2) سے (7) تک، آرٹیکل 54 کی شق (2) اور آرٹیکل 55 کے احکام سینٹ پر اسی طرح لاگو ہوں گے جیسے وہ قومی اسمبلی پر لاگو ہوتے ہیں، اور سینٹ پر ان کے اطلاق میں، ان کا اثر ایسا ہوگا جیسے ان میں قومی اسمبلی، سپیکر اور ڈپٹی سپیکر کے حوالہ جات بالترتیب سینٹ، چیئرمین اور ڈپٹی چیئرمین کے حوالہ جات ہوں 2[اور جیسے کہ آرٹیکل 54 کی مذکورہ شق (2) کے ضمنی فقر میں، الفاظ 3[ایک سو تیس] کے بجائے الفاظ 4[ایک سو دس] رکھے گئے ہوں]۔

5[مجلسِ شوریٰ (پارلیمنٹ)] کے اراکین سے متعلق دفعات"
