context_eng,context_urdu,predicted_urdu_IndicTrans2
"Right of individuals to be dealt with in accordance with law, etc.

(1) To enjoy the protection of law and to be treated in accordance with law is the inalienable right of every citizen. Wherever he may be, and of every other person for the time being within Pakistan.

In particular—

no action detrimental to the life, liberty, body, reputation or property of any person shall be taken except in accordance with law;

no person shall be prevented from or be hindered in doing that which is not prohibited by law; and

no person shall be compelled to do that which the law does not required him to do.","افراد کا حق کہ ان کے ساتھ قانون کے مطابق سلوک کیا جائے، وغیرہ۔

(1) ہر شہری کا، خواہ کہیں بھی ہو، اور ہر دوسرے شخص کا جو فی الوقت پاکستان میں ہو، یہ ناقابل انتقال حق ہے کہ اسے قانون کا تحفظ حاصل ہو اور اس کے ساتھ قانون کے مطابق سلوک کیا جائے۔

خصوصاً—

الف) کوئی ایسی کارروائی نہ کی جائے جو کسی شخص کی جان، آزادی، جسم، شہرت یا املاک کے لیے مضر ہو، سوائے جب کہ قانون اس کی اجازت دے؛

ب) کسی شخص کو کوئی ایسا کام کرنے میں ممانعت یا مزاحمت نہ ہوگی جو قانوناً منع نہ ہو؛ اور

ج) کسی شخص کو کوئی ایسا کام کرنے پر مجبور نہیں کیا جائے گا جس کا کرنا اس کے لیے قانوناً ضروری نہ ہو۔",قانون وغیرہ کے مطابق افراد سے نمٹنے کا حق۔ (1) قانون کے تحفظ سے لطف اندوز ہونا اور قانون کے مطابق سلوک کرنا ہر شہری کا ناقابل تنسیخ حق ہے۔ وہ جہاں بھی ہو، اور فی الحال پاکستان کے اندر موجود ہر دوسرے شخص کا۔ خاص طور پر-کسی شخص کی جان، آزادی، جسم، ساکھ یا املاک کو نقصان پہنچانے والی کوئی کارروائی قانون کے مطابق کے علاوہ نہیں کی جائے گی۔ کسی بھی شخص کو ایسا کرنے سے روکا یا روکا نہیں جائے گا جو قانون کے ذریعہ ممنوع نہیں ہے۔ اور کسی بھی شخص کو ایسا کرنے پر مجبور نہیں کیا جائے گا جو قانون اسے کرنے پر مجبور نہیں کرتا ہے۔ 
"Decision of Court binding on High Court and courts subordinate to it

2[203GG.   Subject to Articles 203D and 203F, any decision of the Court in the exercise of its jurisdiction under this Chapter shall be binding on a High Court and on all courts subordinate to a High Court.]","اردو متن:
آرٹیکل 203۔ڈی اور 203۔ایف کے تابع، اس باب کے تحت اپنے اختیار سماعت کے استعمال میں عدالت کا فیصلہ عدالت عالیہ اور اس کی ماتحت عدالتوں کے لیے واجب التعمیل ہوگا۔
",ہائی کورٹ اور اس کے ماتحت عدالتوں پر پابند عدالت کا فیصلہ 2 [203 جی جی۔ آرٹیکل 203 ڈی اور 203 ایف کے تابع، اس باب کے تحت اپنے دائرہ اختیار کے استعمال میں عدالت کا کوئی بھی فیصلہ ہائی کورٹ اور ہائی کورٹ کے ماتحت تمام عدالتوں پر پابند ہوگا۔] 
"Bill not to lapse on prorogation, etc.

(1) A Bill pending in a Provincial Assembly shall not lapse by reason of the prorogation of the Assembly.

(2) A Bill pending in a Provincial Assembly shall lapse on the dissolution of the Assembly.","بل اجلاس کی برخاستگی وغیرہ

(1) کسی صوبائی اسمبلی میں زیر غور کوئی بل، اسمبلی کی برخاستگی کی بنا پر ساقط نہیں ہوگا۔

(2) کسی صوبائی اسمبلی میں زیر غور کوئی بل، اسمبلی کے تحلیل ہونے پر ساقط ہوجائے گا۔",(1) صوبائی اسمبلی میں زیر التواء کوئی بل اسمبلی کے معطل ہونے کی وجہ سے ختم نہیں ہوگا۔ (2) صوبائی اسمبلی میں زیر التواء کوئی بل اسمبلی کے تحلیل ہونے پر ختم ہو جائے گا۔ 
"Power of President to direct Governor to discharge certain functions as his Agent

(1) The President may direct the Governor of any Province to discharge as his Agent, either generally or in any particular matter, such functions relating to such areas in the Federation which are not included in any Province as may be specified in the direction.

(2) The provisions of Article 105 shall not apply to the discharge by the Governor of his functions under clause (1).","صدر کا گورنر کو اپنے عامل کی حیثیت سے بعض کارہائے منصبی انجام دینے کا حکم

(1) صدر کسی صوبے کے گورنر کو حکم دے سکے گا کہ وہ اس کے عامل کی حیثیت سے، یا تو بالعموم یا کسی خاص معاملے میں، وفاق کے ایسے علاقوں کی بابت جنہیں کسی صوبے میں شامل نہیں ہیں، ایسے کارہائے منصبی انجام دے جن کی حکم میں صراحت کی گئی ہو۔

(2) شق 1 کے تحت گورنر کے کارہائے منصبی کی انجام دہی پر آرٹیکل 105 کے احکام کا اطلاق نہیں ہوگا۔",صدر کا گورنر کو اپنے ایجنٹ کے طور پر کچھ فرائض انجام دینے کی ہدایت دینے کا اختیار (1) صدر کسی بھی صوبے کے گورنر کو ہدایت دے سکتا ہے کہ وہ اپنے ایجنٹ کے طور پر، عام طور پر یا کسی خاص معاملے میں، فیڈریشن میں ایسے علاقوں سے متعلق ایسے فرائض انجام دے جو کسی صوبے میں شامل نہیں ہیں جو ہدایت میں متعین کیے جائیں۔ (2) آرٹیکل 105 کی دفعات گورنر کے ذریعے شق (1) کے تحت اپنے فرائض کی انجام دہی پر لاگو نہیں ہوں گی۔ 
"Election dispute

No election to a House or a Provincial Assembly shall be called in question except by an election petition presented to such tribunal and in such manner as may be determined by Act of 1[Majlis-e-Shoora (Parliament).]",۵۲۲۔ کسی ایوان یا کسی صوبائی اسمبلی کے کسی انتخاب پر اعتراض نہیں کیا جائے گا، بجز بذریعہ درخواست انتخابی تنازعہ جو کسی ایسے ٹربیونل کے سامنے اور اس طریقے سے پیش کی جائے گی جو مجلس شوریٰ (پارلیمنٹ) کے ایکٹ کے ذریعے مقرر کیا جائے۔,انتخابی تنازعہ کسی ایوان یا صوبائی اسمبلی کے انتخاب پر سوال نہیں اٹھایا جائے گا سوائے اس کے کہ اس طرح کے ٹریبونل میں پیش کی جانے والی انتخابی درخواست کے ذریعے اور اس انداز میں جس کا تعین ایکٹ 1 [مجلس شوری (پارلیمنٹ)] کے ذریعے کیا جائے۔ 
"Power of Supreme Court to transfer cases

1[186A.	The Supreme Court may, if it considers it expedient to do so in the interest of justice, transfer any case, appeal or other proceedings pending before any High Court to any other High Court.]",۶۸۱۱۱۔ الف عدالت عظمیٰ، اگر وہ انصاف کے مفاد میں ایسا کرنا قرین مصلحت خیال کرے، کسی عدالت عالیہ کے سامنے زیر سماعت مقدمے، اپیل یا دیگر کارروائی کو کسی دیگر عدالت عالیہ کو منتقل کرنے کا اختیار رکھتی ہے۔,مقدمات کو منتقل کرنے کا سپریم کورٹ کا اختیار 1 [186 اے۔ سپریم کورٹ، اگر وہ انصاف کے مفاد میں ایسا کرنا مناسب سمجھے، تو کسی بھی ہائی کورٹ کے سامنے زیر التواء کسی بھی کیس، اپیل یا دیگر کارروائی کو کسی دوسری ہائی کورٹ میں منتقل کر سکتی ہے۔] 
"Obligation of Provinces and Federation

(1) The executive authority of every Province shall be so exercised as to secure compliance with Federal laws which apply in that Province.
Without prejudice to any other provision of this Chapter, in the exercise of the executive authority of the Federation in any Province regard shall be had to the interests of that Province.

It shall be the duty of the Federation to protect every Province against external aggression and internal disturbances and to ensure that the Government of every Province is carried on in accordance with the provisions of the Constitution.","۸۴۱۔ ہر صوبے کا عاملانہ اختیار اس طرح استعمال کیا جائے گا کہ اس سے وفاقی قوانین کی تعمیل کی ضمانت ملے جو اس صوبے میں اطلاق پذیر ہوں۔ اس باب کے کسی دوسرے حکم پر اثر انداز ہوئے بغیر، کسی صوبے میں وفاق کے عاملانہ اختیار کو استعمال کرنے میں اس صوبے کے مفادات کا لحاظ رکھا جائے گا۔

وفاق کا یہ فرض ہوگا کہ ہر صوبے کو بیرونی جارحیت اور اندرونی خلفشار سے محفوظ رکھے اور اس بات کو یقینی بنائے کہ ہر صوبے کی حکومت دستور کے احکام کے مطابق چلائی جائے۔",صوبوں اور وفاق کی ذمہ داری (1) ہر صوبے کے انتظامی اختیار کا استعمال اس طرح کیا جائے گا کہ اس صوبے میں لاگو ہونے والے وفاقی قوانین کی تعمیل کو یقینی بنایا جائے۔ اس باب کی کسی بھی دوسری شق پر تعصب کے بغیر، کسی بھی صوبے میں وفاق کے انتظامی اختیار کا استعمال اس صوبے کے مفادات کے لیے ہوگا۔ فیڈریشن کا فرض ہوگا کہ وہ ہر صوبے کو بیرونی جارحیت اور اندرونی خلل سے بچائے اور اس بات کو یقینی بنائے کہ ہر صوبے کی حکومت آئین کی دفعات کے مطابق چل رہی ہے۔ 
"Elections to be deemed to be held under Constitution

270B. Notwithstanding anything contained in the Constitution, the elections held under the Houses of (Parliament) and Provincial Assemblies (Elections) Order, 1977, 1[and the Conduct of General Elections Order, 2002 (Chief Executive's Order No. 7 of 2002),] to the Houses and the Provincial Assemblies shall be deemed to have been held under the Constitution and shall have effect accordingly.","۰۷۲۔ بی۔ دستور میں شامل کسی امر کے باوجود، فرمان انتخابات، ایوانہائے پارلیمنٹ و صوبائی اسمبلیاں، ۱۹۷۷ء اور عام انتخابات کے انعقاد کا فرمان ۲۰۰۲ء تحت منعقد شدہ۔ متصور
فرمان چیف ایگزیکٹو نمبر ۷ مجریہ ۲۰۰۲ء کے تحت منعقد شدہ ایوانوں اور صوبائی اسمبلیوں
کے لیے انتخابات، دستور کے تحت منعقد شدہ متصور ہوں گے اور بحسبہ موثر ہوں گے۔",آئین 270 بی کے تحت ہونے والے انتخابات۔ آئین میں کسی بھی چیز کے باوجود، ایوانوں اور صوبائی اسمبلیوں کے انتخابات (پارلیمنٹ) اور صوبائی اسمبلیوں (انتخابات) آرڈر، 1977، 1 [اور عام انتخابات کے آرڈر، 2002 (2002 کا چیف ایگزیکٹو آرڈر نمبر 7)] کے تحت ہونے والے انتخابات آئین کے تحت ہوئے سمجھے جائیں گے اور اسی کے مطابق ان کا اثر ہوگا۔ 
"Council of Common Interests

(1) There shall be a Council of Common Interests, in this Chapter referred to as the Council, to be appointed by the President.

2[(2)	The Council shall consist of—

the Prime Minister who shall be the Chairman of the Council;
the Chief Ministers of the Provinces; and
three members from the Federal Government to be nominated by the Prime Minister from time to time.]

3*	*	*	*	*	*	*	*	*
(4) The Council shall be responsible to 1[Majlis-e-Shoora (Parliament) 4[and shall submit an Annual Report to both Houses of Majlis-e-Shoora (Parliament).]]","مشترکہ مفادات کی کونسل

(1) مشترکہ مفادات کی ایک کونسل ہوگی، جسے اس باب میں کونسل کہا گیا ہے، جس کا تقرر صدر کرے گا۔

(2) کونسل حسب ذیل پر مشتمل ہوگی:
- وزیر اعظم جو کہ کونسل کا چیئرمین ہوگا؛
- صوبوں کے وزرائے اعلیٰ؛ اور
- وفاقی حکومت سے تین ارکان جن کو وقتاً فوقتاً وزیر اعظم نامزد کرے گا۔

(4) کونسل مجلس شوریٰ (پارلیمنٹ) کے سامنے جواب دہ ہوگی اور مجلس شوریٰ (پارلیمنٹ) کے دونوں ایوانوں میں سالانہ رپورٹ پیش کرے گی۔",مشترکہ مفادات کی کونسل (1) اس باب میں مشترکہ مفادات کی کونسل ہوگی جس کا تقرر صدر کرے گا۔ [(2) کونسل پر مشتمل ہوگی-وزیر اعظم جو کونسل کا چیئرمین ہوگا ؛ صوبوں کے وزرائے اعلی ؛ اور وفاقی حکومت کے تین ارکان جنہیں وقتا فوقتا وزیر اعظم نامزد کرے گا۔] 
"Inviolability of dignity of man, etc.

(1)	The dignity of man and, subject to law, the privacy of home, shall be inviolable.

(2) No person shall be subjected to torture for the purpose of extracting evidence.","اردو متن:
(1) شرف انسانی اور، قانون کے تابع، گھر کی خلوت قابلِ حرمت ہوگی۔

(2) کسی شخص کو شہادت حاصل کرنے کی غرض سے اذیت نہیں دی جائے گی۔
",انسان کے وقار وغیرہ کی عدم خلاف ورزی۔ (1) انسان کا وقار اور قانون کے تابع، گھر کی رازداری ناقابل خلاف ورزی ہوگی۔ (2) کسی بھی شخص کو ثبوت نکالنے کے مقصد سے تشدد کا نشانہ نہیں بنایا جائے گا۔ 
"Other provisions relating to Senate

The provisions of clauses (2) to (7) of Article 53, clauses (2) and
of Article 54 and Article 55 shall apply to the Senate as they apply to the National Assembly and, in their application to the Senate, shall have effect as if references therein to the National Assembly, Speaker and Deputy Speaker were references, respectively, to the Senate Chairman and Deputy Chairman 2[and as if, in the proviso to the said clause (2) of Article 54, for the words 3[one hundred and thirty] the words 4[one hundred and ten] were substituted]. 

provisions as to Members of 5[Majlis-e-Shoora (Parliament)]",آرٹیکل 53 کی شقیں 2 تا 7، آرٹیکل 54 کی شقیں 2 اور 3 اور آرٹیکل 55 کے احکام سینیٹ پر اسی طرح اطلاق پذیر ہوں گے جس طرح وہ قومی اسمبلی پر اطلاق پذیر احکام ہوتے ہیں اور، سینیٹ پر اپنے اطلاق میں، اس طرح مؤثر ہوں گے گویا کہ ان میں قومی اسمبلی، اسپیکر اور ڈپٹی اسپیکر کے حوالہ جات بالترتیب سینیٹ، چیئرمین اور ڈپٹی چیئرمین کے حوالہ جات ہوں اور گویا کہ، آرٹیکل 54 کی مذکورہ شق 2 کے فقروں میں الفاظ ایک سو تیس کی بجائے الفاظ ایک سو دس تبدیل کر دیے گئے ہوں۔,سینیٹ سے متعلق دیگر دفعات آرٹیکل 53 کی شقوں (2) سے (7)، شقوں (2) اور آرٹیکل 54 اور آرٹیکل 55 کی دفعات کا اطلاق سینیٹ پر اسی طرح ہوگا جس طرح وہ قومی اسمبلی پر لاگو ہوتے ہیں اور سینیٹ میں ان کی درخواست میں اس طرح اثر پڑے گا جیسے کہ اس میں قومی اسمبلی کے حوالے، اسپیکر اور ڈپٹی اسپیکر کے حوالے بالترتیب، سینیٹ کے چیئرمین اور ڈپٹی چیئرمین 2 کے حوالے تھے [اور گویا، آرٹیکل 54 کی مذکورہ شق (2) کی شق میں، الفاظ 3 کے لیے [ایک سو تیس] الفاظ 4 [ایک سو دس] کی جگہ لے لی گئی تھی۔ 5 [مجلس شوری (پارلیمنٹ) کے اراکین کے حوالے سے دفعات] 
